TRYHHCHILD,TEAGE,TESEX,PEEDUCA,PTDTRACE,PEHSPNON,GTMETSTA,TELFS,TEMJOT,TRDPFTPT,TESCHENR,TESCHLVL,TRSPPRES,TESPEMPNOT,TRERNWA,TRCHILDNUM,TRSPFTPT,TEHRUSLT,TRTEC,TRTHH,t010102,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T18,TARGET
0.0,0.9999999999999999,1.0,0.6000000000000001,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.0495458298926507,0.20108695652173914,0.0,0.0,0.0,0.0,0.04761904761904762,0.0,0.0,0.0,0.07627118644067796,0.18050541516245486,0.022099447513812157,0.17783505154639176,0.0,0.42168674698795183,0.0,2
0.0,0.7428571428571428,1.0,0.5333333333333337,0.06666666666666667,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.012386457473162676,0.03260869565217391,0.0,0.020833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.10169491525423728,0.423826714801444,0.0,0.0,0.0,0.0,0.01811320754716981,2
0.2222222222222222,0.4571428571428571,0.0,0.8000000000000003,0.06666666666666667,1.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.27733635626182995,0.25,0.5,0.3548387096774194,0.0,0.36046511627906974,0.0,0.06606110652353427,0.08695652173913043,0.006578947368421052,0.0,0.5679012345679012,0.0,0.0,0.0,0.0,0.0,0.0847457627118644,0.03971119133574007,0.01657458563535912,0.02577319587628866,0.0,0.0,0.12075471698113208,0
0.0,0.8142857142857142,0.0,0.5333333333333337,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.004128819157720892,0.0,0.0,0.0,0.0,0.0,0.10714285714285715,0.06140350877192983,0.0,0.0,0.07627118644067796,0.5184115523465703,0.06850828729281769,0.0,0.0,0.0,0.01509433962264151,1
0.0,0.9285714285714285,0.0,0.8000000000000003,0.06666666666666667,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27419354838709675,0.0,0.0,0.0,0.03303055326176713,0.06521739130434782,0.0,0.0,0.19753086419753085,0.0,0.02380952380952381,0.0,0.0,0.0,0.05084745762711864,0.33212996389891697,0.0,0.0,0.0,0.0,0.045283018867924525,1
0.6111111111111112,0.5714285714285714,1.0,0.06666666666666687,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.13409391878306326,0.08333333333333333,0.0,0.3548387096774194,0.0,0.023255813953488372,0.0,0.08257638315441783,0.07065217391304347,0.013157894736842105,0.0,0.37448559670781895,0.0,0.0,0.0,0.0,0.0,0.17796610169491525,0.010830324909747292,0.0,0.2706185567010309,0.0,0.0,0.1509433962264151,0
0.0,0.19999999999999998,1.0,0.8666666666666667,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.221481512296247,0.0,0.0,0.0,0.0,0.0,0.13736263736263737,0.0495458298926507,0.0,0.0,0.0,0.2962962962962963,0.3,0.0,0.0,0.0,0.0,0.05084745762711864,0.08664259927797834,0.06629834254143648,0.0,0.0,0.0,0.0,0
0.0,0.6428571428571428,1.0,0.8000000000000003,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.599999306667776,0.0,0.5,0.3548387096774194,0.0,0.0,0.0,0.08257638315441783,0.0923913043478261,0.0,0.0,0.4074074074074074,0.0,0.04761904761904762,0.0,0.0,0.0,0.059322033898305086,0.11552346570397111,0.0994475138121547,0.0,0.0,0.0,0.03622641509433962,0
0.0,0.6428571428571428,1.0,0.5333333333333337,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.14560323370149272,0.0,0.0,0.3548387096774194,0.0,0.0,0.0,0.02477291494632535,0.28043478260869564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15254237288135591,0.3227436823104693,0.0,0.0,0.0,0.0,0.0,2
0.0,0.9999999999999999,1.0,0.6000000000000001,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.10989010989010989,0.03303055326176713,0.07608695652173914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07627118644067796,0.51985559566787,0.0,0.0,0.0,0.0,0.0,1
0.0,0.557142857142857,0.0,0.6000000000000001,0.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.75,0.596774193548387,0.0,0.0,0.0,0.03303055326176713,0.1358695652173913,0.0,0.0,0.51440329218107,0.0,0.011904761904761906,0.0,0.0,0.0,0.10169491525423728,0.028880866425992777,0.0,0.0,0.0,0.0,0.038490566037735846,1
0.0,0.9999999999999999,1.0,0.6000000000000001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.07431874483897605,0.2826086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10169491525423728,0.3646209386281588,0.0,0.2190721649484536,0.0,0.0,0.01509433962264151,1
0.0,0.7142857142857142,1.0,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.0,0.1956521739130435,0.0,0.0,0.0,0.0,0.03571428571428572,0.0,0.0,0.0,0.2542372881355932,0.1299638989169675,0.0,0.0,0.0,0.2168674698795181,0.0060377358490566035,2
0.0,0.27142857142857146,1.0,0.5333333333333337,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.3774535294076863,0.0,0.0,0.3548387096774194,0.0,0.0,0.0,0.004128819157720892,0.0,0.02631578947368421,0.0,0.4074074074074074,0.0,0.011904761904761906,0.3859649122807018,0.0,0.0,0.15254237288135591,0.023826714801444042,0.0,0.0,0.0,0.0,0.14490566037735847,0
0.0,0.5428571428571428,0.0,0.8000000000000003,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.0495458298926507,0.17391304347826086,0.0,0.0,0.20164609053497942,0.0,0.14285714285714288,0.0,0.0,0.0,0.10169491525423728,0.259927797833935,0.0,0.0,0.0,0.0,0.022641509433962263,1
0.0,0.5142857142857142,1.0,0.5333333333333337,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.5733337493326678,0.0,0.0,0.4354838709677419,0.0,0.0,0.0,0.10487200660611065,0.08260869565217391,0.0,0.0,0.4641975308641975,0.0,0.014285714285714287,0.012280701754385965,0.0,0.0,0.07966101694915254,0.18844765342960287,0.0,0.0,0.0,0.04096385542168675,0.02792452830188679,0
0.0,0.6285714285714286,0.0,0.8000000000000003,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.75,0.3548387096774194,0.0,0.0,0.0,0.02477291494632535,0.0,0.0,0.0,0.41975308641975306,0.0,0.02380952380952381,0.0,0.0,0.0,0.10169491525423728,0.1299638989169675,0.0994475138121547,0.0,0.0,0.0,0.01509433962264151,1
0.0,0.8285714285714286,1.0,0.6000000000000001,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.028901734104046242,0.21304347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.09747292418772563,0.0011049723756906078,0.45103092783505155,0.7144927536231884,0.10843373493975905,0.0,0
0.0,0.5714285714285714,1.0,0.6000000000000001,0.0,1.0,0.5,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3548387096774194,0.0,0.0,0.0,0.0495458298926507,0.059782608695652176,0.0,0.0,0.2880658436213992,0.0,0.07142857142857144,0.0,0.0,0.0,0.03389830508474576,0.09747292418772563,0.0,0.0,0.0,0.0,0.0981132075471698,2
0.38888888888888884,0.1714285714285714,0.0,0.5333333333333337,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.6666666666666666,0.0,0.16666666666666666,0.5,0.024193548387096774,0.0,0.046511627906976744,0.0,0.02477291494632535,0.2608695652173913,0.006578947368421052,0.0,0.0,0.0,0.08333333333333334,0.13157894736842105,0.004395604395604396,0.0,0.07627118644067796,0.2296028880866426,0.0,0.0,0.0,0.0,0.06792452830188679,2
0.0,0.7,0.0,0.40000000000000036,0.06666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.024193548387096774,1.0,0.0,0.0,0.028901734104046242,0.2728260869565217,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06779661016949153,0.5328519855595668,0.0,0.0,0.0,0.0,0.0,0
0.0,0.7857142857142857,0.0,0.5333333333333337,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.024193548387096774,0.25908221797323133,0.0,0.0,0.02477291494632535,0.266304347826087,0.0,0.020833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.1694915254237288,0.2346570397111913,0.0,0.0,0.0,0.0,0.03773584905660377,2
0.8888888888888888,0.4714285714285714,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.5,0.024193548387096774,0.0,0.0,0.0,0.07431874483897605,0.1956521739130435,0.4105263157894737,0.0,0.0,0.0,0.2785714285714286,0.0,0.0,0.0,0.15254237288135591,0.09602888086642598,0.0,0.0,0.0,0.01927710843373494,0.045283018867924525,1
0.16666666666666666,0.22857142857142856,1.0,0.6000000000000001,0.2,1.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.20800313386165248,0.16666666666666666,0.5,0.3548387096774194,0.0,0.35271317829457366,0.0,0.0,0.09782608695652174,0.5328947368421052,0.002777777777777778,0.0,0.0,0.04761904761904762,0.0,0.0,0.0,0.16101694915254236,0.08664259927797834,0.0,0.0,0.0,0.0,0.10566037735849056,2
0.0,0.9285714285714285,1.0,0.5333333333333337,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.0495458298926507,0.12282608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15254237288135591,0.3667870036101083,0.0,0.0,0.0,0.14457831325301207,0.005283018867924528,2
0.0,0.6,1.0,0.5333333333333337,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.037159372419488024,0.2391304347826087,0.0,0.0,0.0,0.0,0.03571428571428572,0.0,0.0,0.0,0.2864406779661017,0.17978339350180506,0.0,0.0,0.0,0.0,0.061886792452830186,2
0.0,0.9285714285714285,0.0,0.6000000000000001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.0,0.483695652173913,0.21052631578947367,0.0,0.0,0.0,0.07142857142857144,0.0,0.0,0.0,0.05084745762711864,0.13718411552346568,0.06629834254143648,0.0,0.0,0.0,0.033962264150943396,1
0.0,0.6428571428571428,1.0,0.5333333333333337,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.008257638315441783,0.3858695652173913,0.0,0.5277777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.10169491525423728,0.08664259927797834,0.0,0.0,0.0,0.0,0.0,1
0.0,0.8571428571428571,1.0,0.8666666666666667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.45984703632887186,0.0,0.0,0.0,0.04565217391304348,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06779661016949153,0.13574007220216605,0.0,0.0,0.0,0.4337349397590362,0.0,2
0.05555555555555555,0.5857142857142856,1.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.06656336016529041,0.08333333333333333,0.0,0.29032258064516125,0.0,0.0,0.0,0.0495458298926507,0.2608695652173913,0.0,0.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,0.1271186440677966,0.0,0.0,0.0,0.0,0.0,0.01509433962264151,2
0.0,0.8142857142857142,0.0,0.3333333333333335,0.06666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.0495458298926507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1271186440677966,0.5523465703971119,0.0,0.0,0.0,0.0,0.0,1
0.16666666666666666,0.27142857142857146,1.0,0.5333333333333337,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.6666666666666667,0.08333333333333333,0.5,0.3548387096774194,0.0,0.046511627906976744,0.0,0.0,0.005434782608695652,0.3881578947368421,0.0,0.4008230452674897,0.0,0.0,0.0,0.0,0.0,0.10169491525423728,0.0,0.0,0.0,0.0,0.0,0.0060377358490566035,2
0.7222222222222222,0.2571428571428571,1.0,0.40000000000000036,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.08333333333333333,1.0,0.024193548387096774,0.0,0.27984496124031005,0.0,0.39719240297274977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2542372881355932,0.0,0.0,0.0,0.0,0.0,0.0,2
0.5555555555555556,0.08571428571428572,0.0,0.5333333333333337,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.19413648938161698,0.08333333333333333,0.0,0.3548387096774194,0.0,0.0,0.04120879120879121,0.06606110652353427,0.021739130434782608,0.0,0.0,0.3497942386831276,0.0,0.0,0.0,0.0,0.0,0.07627118644067796,0.16606498194945848,0.06629834254143648,0.0,0.0,0.0,0.01509433962264151,1
0.0,0.08571428571428572,0.0,0.7333333333333334,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0847457627118644,0.34296028880866425,0.0,0.0,0.0,0.0,0.011320754716981131,2
0.33333333333333337,0.27142857142857146,1.0,0.666666666666667,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.5,0.024193548387096774,0.0,0.3062015503875969,0.0,0.008257638315441783,0.20108695652173914,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16101694915254236,0.032490974729241874,0.0,0.0,0.0,0.0,0.0,2
0.0,0.6571428571428571,1.0,0.06666666666666687,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.1445086705202312,0.375,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.05084745762711864,0.06498194945848375,0.0,0.0,0.0,0.0,0.06037735849056604,2
0.8333333333333333,0.1285714285714286,0.0,0.5333333333333337,0.0,1.0,0.0,0.5,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.08333333333333333,0.0,0.024193548387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8478260869565217,0.0,0.0,2
0.33333333333333337,0.02857142857142858,0.0,0.26666666666666705,0.06666666666666667,1.0,0.5,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.16666666666666666,0.0,0.024193548387096774,0.0,0.0,0.0,0.10569777043765483,0.021739130434782608,0.0,0.0,0.0,0.43333333333333335,0.0,0.0,0.0,0.0,0.10169491525423728,0.07581227436823104,0.0994475138121547,0.0,0.0,0.0,0.017358490566037735,2
1.0,0.02857142857142858,1.0,0.40000000000000036,0.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.03640340842121319,0.08333333333333333,0.0,0.07258064516129031,0.0,0.0,0.0,0.045417010734929805,0.0,0.0,0.0,0.0,0.5866666666666667,0.03571428571428572,0.0,0.0,0.0,0.10169491525423728,0.22888086642599276,0.06629834254143648,0.0,0.0,0.0,0.033962264150943396,0
