TRYHHCHILD,TEAGE,TESEX,PEEDUCA,PTDTRACE,PEHSPNON,GTMETSTA,TELFS,TEMJOT,TRDPFTPT,TESCHENR,TESCHLVL,TRSPPRES,TESPEMPNOT,TRERNWA,TRCHILDNUM,TRSPFTPT,TEHRUSLT,TRTEC,TRTHH,t010102,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T18,TARGET
0.2222222222222222,0.14285714285714288,1.0,0.40000000000000036,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.6666666666666666,0.05720337514126644,0.1111111111111111,0.5,0.1935483870967742,0.0,0.6700507614213198,0.0,0.0,0.012745098039215686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.704417670682731,0.0,0.0,0.0,0.0,0.0,1
0.0,0.07142857142857142,1.0,0.6000000000000001,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.10400330026138625,0.0,0.0,0.1935483870967742,0.36142322097378277,0.0,0.0,0.0502092050209205,0.0,0.004911591355599214,0.0,0.29770992366412213,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.24096385542168675,0.0,0.0,0.0,0.017543859649122806,0.0,2
0.0,0.6571428571428571,1.0,0.7333333333333334,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.024193548387096774,0.10861423220973783,0.0,0.0,0.06276150627615062,0.07352941176470588,0.5776031434184675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.08032128514056225,0.0,0.0,0.0,0.0,0.16120689655172413,0
0.0,0.5428571428571428,1.0,0.8000000000000003,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.5,0.6666666666666666,0.7333340266655574,0.0,0.5,0.3548387096774194,0.0,0.0,0.0,0.02092050209205021,0.14705882352941177,0.0,0.01875,0.3511450381679389,0.0,0.01107011070110701,0.0,0.0,0.0,0.0,0.04819277108433735,0.0,0.0,0.1527777777777778,0.10526315789473685,0.16034482758620688,0
0.0,0.8428571428571429,0.0,0.8000000000000003,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.02510460251046025,0.16176470588235295,0.0,0.0,0.0,0.0,0.6642066420664207,0.13541666666666666,0.0,0.0,0.20454545454545453,0.24096385542168675,0.0,0.0,0.0,0.0,0.1724137931034483,0
0.0,0.29999999999999993,0.0,0.6000000000000001,0.05,1.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.2263764377976995,0.0,0.0,0.3548387096774194,0.0,0.0,0.0,0.005857740585774058,0.0,0.0,0.0,0.5267175572519084,0.0,0.0,0.0,0.0,0.0,0.0,0.25542168674698795,0.0,0.0,0.0,0.0,0.004310344827586207,1
0.0,0.7428571428571428,1.0,0.5333333333333337,0.05,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.056066945606694556,0.07352941176470588,0.0,0.0,0.0,0.0,0.0,0.19791666666666666,0.0,0.0,0.07954545454545454,0.3293172690763052,0.0,0.0,0.0,0.0,0.06896551724137931,2
0.0,0.5428571428571428,0.0,0.8000000000000003,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.5,0.0,0.5,0.4516129032258064,0.0,0.0,0.03389830508474576,0.0502092050209205,0.049019607843137254,0.0,0.0,0.45190839694656487,0.0,0.005535055350553505,0.0,0.0,0.0,0.07954545454545454,0.08032128514056225,0.054216867469879526,0.0,0.0,0.0,0.04310344827586207,1
0.0,0.8857142857142856,1.0,0.6000000000000001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.024193548387096774,0.05711610486891386,0.0,0.0,0.03933054393305439,0.19509803921568628,0.0,0.03125,0.0,0.0,0.32287822878228783,0.0,0.0,0.0,0.10227272727272727,0.121285140562249,0.06867469879518073,0.0,0.0,0.07017543859649122,0.06551724137931034,2
0.0,0.5285714285714286,0.0,0.8000000000000003,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.300001386664448,0.0,0.5,0.3548387096774194,0.0,0.0,0.0,0.03765690376569038,0.20588235294117646,0.0,0.0,0.003816793893129771,0.0,0.36900369003690037,0.041666666666666664,0.0,0.0,0.11363636363636363,0.14056224899598393,0.0,0.0,0.0,0.2105263157894737,0.06465517241379311,1
0.38888888888888884,0.5285714285714286,0.0,0.5333333333333337,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.5066663893337771,0.1111111111111111,0.5,0.0,0.0,0.030456852791878174,0.0,0.0,0.058823529411764705,0.04911591355599214,0.0,0.46564885496183206,0.0,0.0,0.0,0.0,0.0,0.23863636363636362,0.07228915662650602,0.0,0.0,0.0,0.0,0.08189655172413793,1
0.0,0.8428571428571429,0.0,0.20000000000000018,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.03347280334728033,0.044117647058823525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23863636363636362,0.497991967871486,0.0,0.0,0.0,0.0,0.0,2
0.0,0.8714285714285713,0.0,0.6000000000000001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.031835205992509365,0.0,0.0,0.026778242677824266,0.060784313725490195,0.0,0.04895833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5269076305220883,0.07228915662650603,0.0,0.0,0.015789473684210527,0.05517241379310345,1
0.0,0.7428571428571428,1.0,0.6000000000000001,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.5,0.024193548387096774,0.450374531835206,0.0,0.0,0.0794979079497908,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.20883534136546186,0.0,0.0,0.0,0.017543859649122806,0.0,2
0.0,0.7571428571428571,0.0,0.8000000000000003,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666667,0.0,0.75,0.4354838709677419,0.0,0.0,0.05084745762711864,0.0502092050209205,0.0,0.0,0.0,0.3549618320610687,0.0,0.0,0.0,0.0,0.0,0.3409090909090909,0.13253012048192772,0.0,0.0,0.0,0.0,0.05172413793103448,1
0.0,0.042857142857142844,0.0,0.40000000000000036,0.15000000000000002,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.09322033898305085,0.019246861924686193,0.000980392156862745,0.0,0.0,0.0,0.4950980392156863,0.0,0.0,0.0,0.0,0.19318181818181818,0.25220883534136546,0.0,0.0,0.0,0.0,0.03189655172413793,1
0.0,0.9285714285714285,1.0,1.0,0.15000000000000002,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.0711297071129707,0.09313725490196079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07954545454545454,0.14457831325301204,0.0,0.0,0.826388888888889,0.0,0.04741379310344827,0
0.1111111111111111,0.8428571428571429,1.0,0.8000000000000003,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2222222222222222,0.0,0.024193548387096774,0.0,0.0,0.0,0.016736401673640166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20454545454545453,0.2891566265060241,0.0,0.0,0.0,0.0,0.0,2
0.0,0.7571428571428571,1.0,0.8666666666666667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.012552301255230125,0.10294117647058823,0.0,0.2760416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.3614457831325301,0.09036144578313254,0.0,0.0,0.0,0.02586206896551724,1
0.2222222222222222,0.4571428571428571,1.0,0.7333333333333334,0.05,1.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,0.14976322704550338,0.2222222222222222,0.0,0.24193548387096772,0.0,0.13705583756345177,0.0,0.016736401673640166,0.058823529411764705,0.11787819253438113,0.0,0.24427480916030533,0.0,0.1014760147601476,0.0,0.0,0.0,0.09090909090909091,0.1606425702811245,0.0,0.08333333333333334,0.0,0.0,0.125,1
